standard_type,standard_size,cts_specification,ring_oz_specification,chemical,cooking,incoterms,packing,price,unit,active_date,week,month,quarter,year,month_number,quarter_number
Thẻ chân trắng,41/50,12X10,6+4,Treated,Cooked,DDP New York,Ring,3.63,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,12X10,6+4,Treated,Cooked,FOB Toronto,Ring,3.61,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,12X10,6+4,Treated,Cooked,FOB Vancouver,Ring,3.52,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,12X10,6+4,Chemical free,Cooked,FOB Toronto,Ring,3.78,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,12X10,6+4,Chemical free,Cooked,FOB Vancouver,Ring,3.69,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,12X10,6+4,Chemical free,Cooked,DDP Atlanta,Ring,3.87,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,12X10,6+4,Chemical free,Cooked,DDP LA,Ring,3.77,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,12X10,6+4,Chemical free,Cooked,DDP New York,Ring,3.8,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,12X10,6+4,Chemical free,Cooked,DDP Atlanta,Ring,3.99,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,12X10,6+4,Chemical free,Cooked,DDP LA,Ring,3.89,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,12X10,6+4,Chemical free,Cooked,DDP New York,Ring,3.92,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,12X10,6+4,Chemical free,Cooked,FOB Toronto,Ring,3.89,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,12X10,6+4,Chemical free,Cooked,FOB Vancouver,Ring,3.8,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,10X16,12+4,Treated,Cooked,FOB Toronto,Ring,6.27,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,10X16,12+4,Treated,Cooked,FOB Toronto,Ring,6.45,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,10X16,12+4,Chemical free,Cooked,FOB Toronto,Ring,6.78,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,10X16,12+4,Chemical free,Cooked,FOB Toronto,Ring,7.01,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,8X20,16+4,Treated,Cooked,FOB Toronto,Ring,8.12,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,8X20,16+4,Treated,Cooked,FOB Vancouver,Ring,7.94,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,8X20,16+4,Treated,Cooked,DDP Atlanta,Ring,8.32,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,8X20,16+4,Treated,Cooked,DDP LA,Ring,8.11,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,8X20,16+4,Treated,Cooked,DDP New York,Ring,8.17,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,8X20,16+4,Treated,Cooked,DDP Atlanta,Ring,8.56,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,8X20,16+4,Treated,Cooked,DDP LA,Ring,8.35,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,8X20,16+4,Treated,Cooked,DDP New York,Ring,8.41,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,8X20,16+4,Treated,Cooked,FOB Toronto,Ring,8.35,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,8X20,16+4,Treated,Cooked,FOB Vancouver,Ring,8.17,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,8X20,16+4,Chemical free,Cooked,FOB Toronto,Ring,8.8,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,8X20,16+4,Chemical free,Cooked,FOB Vancouver,Ring,8.62,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,8X20,16+4,Chemical free,Cooked,DDP Atlanta,Ring,9.02,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,8X20,16+4,Chemical free,Cooked,DDP LA,Ring,8.81,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,41/50,8X20,16+4,Chemical free,Cooked,DDP New York,Ring,8.87,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,8X20,16+4,Chemical free,Cooked,DDP Atlanta,Ring,9.33,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,8X20,16+4,Chemical free,Cooked,DDP LA,Ring,9.12,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,8X20,16+4,Chemical free,Cooked,DDP New York,Ring,9.18,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,8X20,16+4,Chemical free,Cooked,FOB Toronto,Ring,9.1,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,41/50,8X20,16+4,Chemical free,Cooked,FOB Vancouver,Ring,8.92,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/22,12X10,6+4,Treated,Cooked,FOB Toronto,Ring,5.67,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/22,12X10,6+4,Treated,Cooked,FOB Vancouver,Ring,5.58,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/22,12X10,6+4,Treated,Cooked,DDP Atlanta,Ring,5.07,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/22,12X10,6+4,Treated,Cooked,DDP LA,Ring,4.96,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/22,12X10,6+4,Treated,Cooked,DDP New York,Ring,4.99,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/22,12X10,6+4,Treated,Cooked,DDP Atlanta,Ring,5.81,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/22,12X10,6+4,Treated,Cooked,DDP LA,Ring,5.7,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/22,12X10,6+4,Treated,Cooked,DDP New York,Ring,5.73,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/22,12X10,6+4,Treated,Cooked,FOB Toronto,Ring,4.95,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/22,12X10,6+4,Treated,Cooked,FOB Vancouver,Ring,4.86,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/22,12X10,6+4,Chemical free,Cooked,FOB Toronto,Ring,6.29,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/22,12X10,6+4,Chemical free,Cooked,FOB Vancouver,Ring,6.2,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/22,12X10,6+4,Chemical free,Cooked,DDP Atlanta,Ring,5.55,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/22,12X10,6+4,Chemical free,Cooked,DDP LA,Ring,5.44,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/22,12X10,6+4,Chemical free,Cooked,DDP New York,Ring,5.47,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/22,12X10,6+4,Chemical free,Cooked,DDP Atlanta,Ring,6.45,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/22,12X10,6+4,Chemical free,Cooked,DDP LA,Ring,6.34,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/22,12X10,6+4,Chemical free,Cooked,DDP New York,Ring,6.37,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/22,12X10,6+4,Chemical free,Cooked,FOB Toronto,Ring,5.41,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/22,12X10,6+4,Chemical free,Cooked,FOB Vancouver,Ring,5.32,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/22,8X20,16+4,Treated,Cooked,FOB Toronto,Ring,13.58,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/22,8X20,16+4,Treated,Cooked,FOB Vancouver,Ring,13.4,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/22,8X20,16+4,Treated,Cooked,DDP Atlanta,Ring,11.94,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/22,8X20,16+4,Treated,Cooked,DDP LA,Ring,11.73,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/22,8X20,16+4,Treated,Cooked,DDP New York,Ring,11.79,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/22,8X20,16+4,Treated,Cooked,DDP Atlanta,Ring,13.92,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/22,8X20,16+4,Treated,Cooked,DDP LA,Ring,13.71,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/22,8X20,16+4,Treated,Cooked,DDP New York,Ring,13.77,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/22,8X20,16+4,Treated,Cooked,FOB Toronto,Ring,11.65,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/22,8X20,16+4,Treated,Cooked,FOB Vancouver,Ring,11.47,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/22,8X20,16+4,Chemical free,Cooked,FOB Toronto,Ring,15.23,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/22,8X20,16+4,Chemical free,Cooked,FOB Vancouver,Ring,15.05,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/22,8X20,16+4,Chemical free,Cooked,DDP Atlanta,Ring,13.21,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/22,8X20,16+4,Chemical free,Cooked,DDP LA,Ring,13.0,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/22,8X20,16+4,Chemical free,Cooked,DDP New York,Ring,13.06,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/22,8X20,16+4,Chemical free,Cooked,DDP Atlanta,Ring,15.61,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/22,8X20,16+4,Chemical free,Cooked,DDP LA,Ring,15.4,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/22,8X20,16+4,Chemical free,Cooked,DDP New York,Ring,15.46,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/22,8X20,16+4,Chemical free,Cooked,FOB Toronto,Ring,12.89,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/22,8X20,16+4,Chemical free,Cooked,FOB Vancouver,Ring,12.71,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,16/20,4X40,32+8,Treated,Cooked,FOB Toronto,Ring,27.08,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,16/20,4X40,32+8,Treated,Cooked,FOB Vancouver,Ring,26.69,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,16/20,4X40,32+8,Treated,Cooked,DDP Atlanta,Ring,23.83,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,16/20,4X40,32+8,Treated,Cooked,DDP LA,Ring,23.36,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,16/20,4X40,32+8,Treated,Cooked,DDP New York,Ring,23.49,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,16/20,4X40,32+8,Treated,Cooked,DDP Atlanta,Ring,27.77,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,16/20,4X40,32+8,Treated,Cooked,DDP LA,Ring,27.3,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,16/20,4X40,32+8,Treated,Cooked,DDP New York,Ring,27.43,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,16/20,4X40,32+8,Treated,Cooked,FOB Toronto,Ring,23.23,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,16/20,4X40,32+8,Treated,Cooked,FOB Vancouver,Ring,22.84,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,16/20,4X40,32+8,Chemical free,Cooked,FOB Toronto,Ring,30.39,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,16/20,4X40,32+8,Chemical free,Cooked,FOB Vancouver,Ring,30.0,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,16/20,4X40,32+8,Chemical free,Cooked,DDP Atlanta,Ring,26.36,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,16/20,4X40,32+8,Chemical free,Cooked,DDP LA,Ring,25.89,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,16/20,4X40,32+8,Chemical free,Cooked,DDP New York,Ring,26.02,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,16/20,4X40,32+8,Chemical free,Cooked,DDP Atlanta,Ring,31.17,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,16/20,4X40,32+8,Chemical free,Cooked,DDP LA,Ring,30.7,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,16/20,4X40,32+8,Chemical free,Cooked,DDP New York,Ring,30.83,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,16/20,4X40,32+8,Chemical free,Cooked,FOB Toronto,Ring,25.7,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,16/20,4X40,32+8,Chemical free,Cooked,FOB Vancouver,Ring,25.31,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,16/20,6X20,16+4,Treated,Cooked,FOB Toronto,Ring,13.64,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,16/20,6X20,16+4,Treated,Cooked,FOB Vancouver,Ring,13.46,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,16/20,6X20,16+4,Treated,Cooked,DDP Atlanta,Ring,12.01,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,16/20,6X20,16+4,Treated,Cooked,DDP LA,Ring,11.79,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,16/20,6X20,16+4,Treated,Cooked,DDP New York,Ring,11.85,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,16/20,6X20,16+4,Treated,Cooked,DDP Atlanta,Ring,13.98,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,16/20,6X20,16+4,Treated,Cooked,DDP LA,Ring,13.76,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,16/20,6X20,16+4,Treated,Cooked,DDP New York,Ring,13.82,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,16/20,6X20,16+4,Treated,Cooked,FOB Toronto,Ring,11.71,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,16/20,6X20,16+4,Treated,Cooked,FOB Vancouver,Ring,11.53,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,16/20,6X20,16+4,Chemical free,Cooked,FOB Toronto,Ring,15.29,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,16/20,6X20,16+4,Chemical free,Cooked,FOB Vancouver,Ring,15.11,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,16/20,6X20,16+4,Chemical free,Cooked,DDP Atlanta,Ring,13.27,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,16/20,6X20,16+4,Chemical free,Cooked,DDP LA,Ring,13.05,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,16/20,6X20,16+4,Chemical free,Cooked,DDP New York,Ring,13.11,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,16/20,6X20,16+4,Chemical free,Cooked,DDP Atlanta,Ring,15.68,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,16/20,6X20,16+4,Chemical free,Cooked,DDP LA,Ring,15.46,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,16/20,6X20,16+4,Chemical free,Cooked,DDP New York,Ring,15.52,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,16/20,6X20,16+4,Chemical free,Cooked,FOB Toronto,Ring,12.95,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,16/20,6X20,16+4,Chemical free,Cooked,FOB Vancouver,Ring,12.77,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,10X22,16+6,Treated,Cooked,FOB Toronto,Ring,8.42,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,10X22,16+6,Treated,Cooked,FOB Vancouver,Ring,8.2,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,10X22,16+6,Treated,Cooked,DDP Atlanta,Ring,8.59,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,10X22,16+6,Treated,Cooked,DDP LA,Ring,8.32,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,10X22,16+6,Treated,Cooked,DDP New York,Ring,8.4,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,10X22,16+6,Treated,Cooked,DDP Atlanta,Ring,8.64,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,10X22,16+6,Treated,Cooked,DDP LA,Ring,8.37,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,10X22,16+6,Treated,Cooked,DDP New York,Ring,8.45,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,10X22,16+6,Treated,Cooked,FOB Toronto,Ring,8.37,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,10X22,16+6,Treated,Cooked,FOB Vancouver,Ring,8.15,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,10X22,16+6,Chemical free,Cooked,FOB Toronto,Ring,8.98,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,10X22,16+6,Chemical free,Cooked,FOB Vancouver,Ring,8.76,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,10X22,16+6,Chemical free,Cooked,DDP Atlanta,Ring,9.22,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,10X22,16+6,Chemical free,Cooked,DDP LA,Ring,8.95,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,10X22,16+6,Chemical free,Cooked,DDP New York,Ring,9.03,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,10X22,16+6,Chemical free,Cooked,DDP Atlanta,Ring,9.26,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,10X22,16+6,Chemical free,Cooked,DDP LA,Ring,8.99,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,10X22,16+6,Chemical free,Cooked,DDP New York,Ring,9.07,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,10X22,16+6,Chemical free,Cooked,FOB Toronto,Ring,9.02,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,10X22,16+6,Chemical free,Cooked,FOB Vancouver,Ring,8.8,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,12X8,5+3,Treated,Cooked,FOB Toronto,Ring,3.21,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,12X8,5+3,Treated,Cooked,FOB Vancouver,Ring,3.02,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,12X8,5+3,Treated,Cooked,DDP Atlanta,Ring,3.26,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,12X8,5+3,Treated,Cooked,DDP LA,Ring,3.01,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,12X8,5+3,Treated,Cooked,DDP New York,Ring,3.11,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,12X8,5+3,Treated,Cooked,DDP Atlanta,Ring,3.28,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,12X8,5+3,Treated,Cooked,DDP LA,Ring,3.03,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,12X8,5+3,Treated,Cooked,DDP New York,Ring,3.13,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,12X8,5+3,Treated,Cooked,FOB Toronto,Ring,3.19,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,12X8,5+3,Treated,Cooked,FOB Vancouver,Ring,3.0,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,12X8,5+3,Chemical free,Cooked,FOB Toronto,Ring,3.38,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,12X8,5+3,Chemical free,Cooked,FOB Vancouver,Ring,3.19,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,12X8,5+3,Chemical free,Cooked,DDP Atlanta,Ring,3.46,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,12X8,5+3,Chemical free,Cooked,DDP LA,Ring,3.21,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,12X8,5+3,Chemical free,Cooked,DDP New York,Ring,3.31,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,12X8,5+3,Chemical free,Cooked,DDP Atlanta,Ring,3.47,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,12X8,5+3,Chemical free,Cooked,DDP LA,Ring,3.22,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,12X8,5+3,Chemical free,Cooked,DDP New York,Ring,3.32,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,12X8,5+3,Chemical free,Cooked,FOB Toronto,Ring,3.39,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,12X8,5+3,Chemical free,Cooked,FOB Vancouver,Ring,3.2,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,8X16,12+4,Treated,Cooked,FOB Toronto,Ring,6.25,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,8X16,12+4,Treated,Cooked,FOB Vancouver,Ring,6.05,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,8X16,12+4,Treated,Cooked,DDP Atlanta,Ring,6.38,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,8X16,12+4,Treated,Cooked,DDP LA,Ring,6.14,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,8X16,12+4,Treated,Cooked,DDP New York,Ring,6.2,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,8X16,12+4,Treated,Cooked,DDP Atlanta,Ring,6.41,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,8X16,12+4,Treated,Cooked,DDP LA,Ring,6.17,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,8X16,12+4,Treated,Cooked,DDP New York,Ring,6.23,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,8X16,12+4,Treated,Cooked,FOB Toronto,Ring,6.21,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,8X16,12+4,Treated,Cooked,FOB Vancouver,Ring,6.01,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
